Time,Open,High,Low,Close,,,,,,,,
1766278800000000,88387.93,88387.93,88359.85,88359.85,,,,,,,,
1766278860000000,88359.85,88359.86,88347.29,88347.29,,,,,,,,
1766278920000000,88347.3,88347.3,88347.29,88347.29,,,,,,,,
1766278980000000,88347.29,88347.3,88347.29,88347.29,,,,,,,,
1766279040000000,88347.29,88347.3,88347.29,88347.3,,,,,,,,
1766279100000000,88347.3,88347.3,88347.29,88347.3,,,,,,,,
1766279160000000,88347.29,88347.3,88347.29,88347.29,,,,,,,,
1766279220000000,88347.3,88347.3,88338.46,88338.47,,,,,,,,
1766279280000000,88338.47,88338.47,88338.46,88338.46,,,,,,,,
1766279340000000,88338.46,88347.3,88338.46,88338.46,,,,,,,,
1766279400000000,88338.46,88338.47,88338.46,88338.47,,,,,,,,
1766279460000000,88338.46,88338.47,88338.46,88338.47,,,,,,,,
1766279520000000,88338.46,88338.47,88289.45,88289.46,,,,,,,,
1766279580000000,88289.45,88289.46,88289.45,88289.46,,,,,,,,
1766279640000000,88289.46,88300.65,88289.46,88300.65,,,,,,,,
1766279700000000,88300.64,88300.65,88300.64,88300.65,,,,,,,,
1766279760000000,88300.64,88300.66,88300.64,88300.66,,,,,,,,
1766279820000000,88300.66,88306.84,88300.65,88306.83,,,,,,,,
1766279880000000,88306.83,88322.14,88306.83,88322.14,,,,,,,,
1766279940000000,88322.13,88322.14,88322.13,88322.13,,,,,,,,
1766280000000000,88322.14,88322.14,88308.89,88308.89,,,,,,,,
1766280060000000,88308.9,88308.9,88308.89,88308.89,,,,,,,,
1766280120000000,88308.89,88308.89,88303.47,88303.47,,,,,,,,
1766280180000000,88303.47,88303.48,88303.47,88303.48,,,,,,,,
1766280240000000,88303.48,88303.48,88293.72,88293.73,,,,,,,,
1766280300000000,88293.72,88293.73,88293.72,88293.72,,,,,,,,
1766280360000000,88293.72,88293.73,88293.72,88293.72,,,,,,,,
1766280420000000,88293.73,88293.73,88293.72,88293.72,,,,,,,,
1766280480000000,88293.72,88293.73,88293.72,88293.72,,,,,,,,
1766280540000000,88293.72,88293.72,88290,88290.01,,,,,,,,
1766280600000000,88290.01,88290.01,88267.09,88267.09,,,,,,,,
1766280660000000,88267.09,88267.1,88267.09,88267.09,,,,,,,,
1766280720000000,88267.09,88267.1,88267.09,88267.09,,,,,,,,
1766280780000000,88267.09,88267.09,88241.02,88241.03,,,,,,,,
1766280840000000,88241.02,88241.02,88187.6,88189.59,,,,,,,,
1766280900000000,88189.59,88220,88189.58,88220,,,,,,,,
1766280960000000,88220,88220,88181.5,88218.97,,,,,,,,
1766281020000000,88218.97,88218.97,88188.91,88188.92,,,,,,,,
1766281080000000,88188.92,88206.56,88188.91,88200.24,,,,,,,,
1766281140000000,88200.23,88200.24,88063.42,88114,,,,,,,,
1766281200000000,88114,88132.23,88089.9,88113.75,,,,,,,,
1766281260000000,88113.74,88113.75,88063.42,88078.98,,,,,,,,
1766281320000000,88078.98,88078.98,88069.54,88069.55,,,,,,,,
1766281380000000,88069.55,88069.55,88069.54,88069.54,,,,,,,,
1766281440000000,88069.55,88092.21,88069.54,88092.14,,,,,,,,
1766281500000000,88092.15,88124.2,88092.15,88124.2,,,,,,,,
1766281560000000,88124.2,88138.72,88124.19,88138.71,,,,,,,,
1766281620000000,88138.71,88138.72,88113.13,88113.14,,,,,,,,
1766281680000000,88113.14,88113.14,88113.13,88113.13,,,,,,,,
1766281740000000,88113.13,88131.15,88113.13,88125.87,,,,,,,,
1766281800000000,88125.87,88125.87,88106.06,88113.16,,,,,,,,
1766281860000000,88113.16,88113.17,88113.16,88113.16,,,,,,,,
1766281920000000,88113.17,88117.9,88113.16,88117.89,,,,,,,,
1766281980000000,88117.9,88129.21,88117.89,88129.2,,,,,,,,
1766282040000000,88129.21,88156.78,88127.83,88127.84,,,,,,,,
1766282100000000,88127.83,88127.84,88108.23,88108.24,,,,,,,,
1766282160000000,88108.24,88108.24,88041.78,88046.54,,,,,,,,
1766282220000000,88046.54,88059.52,88046.54,88059.52,,,,,,,,
1766282280000000,88059.51,88059.52,88040,88046.73,,,,,,,,
1766282340000000,88046.73,88046.73,88011.83,88011.83,,,,,,,,
1766282400000000,88011.84,88047.71,88011.83,88047.71,,,,,,,,
1766282460000000,88047.71,88047.72,88004.02,88037.8,,,,,,,,
1766282520000000,88037.79,88055.82,88037.79,88043.61,,,,,,,,
1766282580000000,88043.6,88070.17,88038.01,88070.17,,,,,,,,
1766282640000000,88070.16,88149.99,88070.16,88081.11,,,,,,,,
1766282700000000,88081.12,88081.12,88068,88068,,,,,,,,
1766282760000000,88068.01,88068.01,88022.09,88060.76,,,,,,,,
1766282820000000,88060.77,88077.03,88031.52,88031.53,,,,,,,,
1766282880000000,88031.52,88051.32,88031.52,88051.32,,,,,,,,
1766282940000000,88051.32,88051.32,88041.33,88041.33,,,,,,,,
1766283000000000,88041.33,88046.4,88040,88040,,,,,,,,
1766283060000000,88040.01,88040.01,88031.34,88031.34,,,,,,,,
1766283120000000,88031.35,88031.35,88018.31,88018.31,,,,,,,,
1766283180000000,88018.31,88018.32,88000,88000,,,,,,,,
1766283240000000,88000,88027.68,88000,88027.67,,,,,,,,
1766283300000000,88027.67,88027.67,88000,88000.01,,,,,,,,
1766283360000000,88000,88000.01,87951.63,87951.84,,,,,,,,
1766283420000000,87951.84,87961.6,87951.83,87960.15,,,,,,,,
1766283480000000,87960.15,87999.63,87960.14,87985.71,,,,,,,,
1766283540000000,87985.72,87999.64,87985.71,87999.64,,,,,,,,
1766283600000000,87999.63,87999.64,87993.15,87993.15,,,,,,,,
1766283660000000,87993.16,87999.65,87950,87950,,,,,,,,
1766283720000000,87950.01,87975.8,87938.81,87938.81,,,,,,,,
1766283780000000,87938.8,87938.81,87924.38,87924.38,,,,,,,,
1766283840000000,87924.39,87924.39,87924.38,87924.38,,,,,,,,
1766283900000000,87924.39,87924.39,87916.91,87916.91,,,,,,,,
1766283960000000,87916.91,87916.92,87892.96,87892.96,,,,,,,,
1766284020000000,87892.56,87926.13,87869.35,87926.13,,,,,,,,
1766284080000000,87926.13,87998,87926.12,87998,,,,,,,,
1766284140000000,87997.99,87998,87955.11,87955.12,,,,,,,,
1766284200000000,87955.12,87955.12,87945.34,87945.35,,,,,,,,
1766284260000000,87945.34,87972.05,87940,87962.94,,,,,,,,
1766284320000000,87962.93,88002.89,87962.93,88002.89,,,,,,,,
1766284380000000,88002.89,88002.9,87993.2,87999.99,,,,,,,,
1766284440000000,88000,88000,87984.75,87984.75,,,,,,,,
1766284500000000,87984.76,88015,87984.75,88015,,,,,,,,
1766284560000000,88014.99,88043.79,88014.99,88043.79,,,,,,,,
1766284620000000,88043.78,88043.79,87978.74,87996.47,,,,,,,,
1766284680000000,87996.47,87996.47,87982.15,87982.16,,,,,,,,
1766284740000000,87982.15,87982.15,87931.49,87931.5,,,,,,,,
1766284800000000,87931.5,87931.5,87921.66,87931.49,,,,,,,,
1766284860000000,87931.49,87947.06,87931.48,87947.06,,,,,,,,
1766284920000000,87947.06,87947.91,87947.05,87947.72,,,,,,,,
1766284980000000,87947.71,87960.7,87947.71,87960.69,,,,,,,,
1766285040000000,87960.69,87960.7,87948.06,87948.07,,,,,,,,
1766285100000000,87948.07,87948.07,87912.19,87912.2,,,,,,,,
1766285160000000,87912.2,87937.09,87886.54,87937.08,,,,,,,,
1766285220000000,87937.09,87950,87900.64,87900.64,,,,,,,,
1766285280000000,87900.64,87900.65,87890.14,87890.15,,,,,,,,
1766285340000000,87890.14,87890.15,87890.14,87890.14,,,,,,,,
1766285400000000,87890.15,87905.15,87890.14,87905.14,,,,,,,,
1766285460000000,87905.15,87986,87905.14,87961.57,,,,,,,,
1766285520000000,87961.56,87961.56,87946.78,87953.64,,,,,,,,
1766285580000000,87953.64,88017.2,87944,87944,,,,,,,,
1766285640000000,87944.01,87944.01,87902.77,87927.59,,,,,,,,
1766285700000000,87927.59,87927.59,87914.02,87915.62,,,,,,,,
1766285760000000,87915.61,87936.39,87915.61,87936.39,,,,,,,,
1766285820000000,87936.39,87961.6,87936.38,87961.6,,,,,,,,
1766285880000000,87961.6,87961.6,87943.75,87943.75,,,,,,,,
1766285940000000,87943.75,87943.76,87943.75,87943.76,,,,,,,,
1766286000000000,87943.76,87943.76,87934.48,87934.49,,,,,,,,
1766286060000000,87934.48,87961.33,87934.48,87961.33,,,,,,,,
1766286120000000,87961.33,88017.99,87961.33,88017.99,,,,,,,,
1766286180000000,88017.99,88060.03,88017.98,88049.73,,,,,,,,
1766286240000000,88049.72,88054.65,88022.39,88054.64,,,,,,,,
1766286300000000,88054.64,88097.15,88054.64,88063.75,,,,,,,,
1766286360000000,88063.75,88063.75,88039.83,88039.84,,,,,,,,
1766286420000000,88039.84,88062.14,88039.83,88062.13,,,,,,,,
1766286480000000,88062.13,88063.48,88062.13,88063.47,,,,,,,,
1766286540000000,88063.47,88084.83,88053.13,88053.13,,,,,,,,
1766286600000000,88053.13,88053.14,88016.12,88042.88,,,,,,,,
1766286660000000,88042.88,88042.88,88027.16,88027.16,,,,,,,,
1766286720000000,88027.17,88027.17,88025.27,88025.27,,,,,,,,
1766286780000000,88025.28,88025.28,88025.27,88025.28,,,,,,,,
1766286840000000,88025.27,88025.28,88025.27,88025.27,,,,,,,,
1766286900000000,88025.28,88025.28,88025.27,88025.28,,,,,,,,
1766286960000000,88025.27,88025.28,88021.93,88021.94,,,,,,,,
1766287020000000,88021.93,88021.94,88021.93,88021.94,,,,,,,,
1766287080000000,88021.94,88137.58,88021.94,88135.07,,,,,,,,
1766287140000000,88135.06,88137.5,88117.42,88137.5,,,,,,,,
1766287200000000,88137.49,88150,88124.75,88124.75,,,,,,,,
1766287260000000,88124.75,88124.75,88106.39,88116.96,,,,,,,,
1766287320000000,88116.96,88116.97,88099.94,88116.36,,,,,,,,
1766287380000000,88116.37,88116.37,88092.62,88092.63,,,,,,,,
1766287440000000,88092.63,88092.63,88092.62,88092.62,,,,,,,,
1766287500000000,88092.63,88092.63,88092.62,88092.62,,,,,,,,
1766287560000000,88092.62,88092.64,88092.62,88092.64,,,,,,,,
1766287620000000,88092.64,88092.64,88092.63,88092.64,,,,,,,,
1766287680000000,88092.63,88092.64,88092.63,88092.64,,,,,,,,
1766287740000000,88092.63,88092.64,88062.86,88062.87,,,,,,,,
1766287800000000,88062.86,88085.3,88062.86,88085.29,,,,,,,,
1766287860000000,88085.3,88085.3,88085.29,88085.3,,,,,,,,
1766287920000000,88085.29,88085.3,88085.29,88085.3,,,,,,,,
1766287980000000,88085.3,88128.12,88085.29,88120.45,,,,,,,,
1766288040000000,88120.46,88120.46,88120.45,88120.46,,,,,,,,
1766288100000000,88120.46,88120.46,88089.36,88089.36,,,,,,,,
1766288160000000,88089.36,88089.36,88053.93,88053.94,,,,,,,,
1766288220000000,88053.94,88063.43,88053.93,88063.43,,,,,,,,
1766288280000000,88063.43,88072.24,88050.7,88050.7,,,,,,,,
1766288340000000,88050.7,88057.57,88050.69,88057.57,,,,,,,,
1766288400000000,88057.57,88057.57,88040.43,88040.43,,,,,,,,
1766288460000000,88040.44,88040.44,88040.43,88040.43,,,,,,,,
1766288520000000,88040.43,88040.44,88040.43,88040.43,,,,,,,,
1766288580000000,88040.43,88049.24,88040.43,88040.43,,,,,,,,
1766288640000000,88040.43,88049.25,88040.43,88049.24,,,,,,,,
1766288700000000,88049.25,88057.57,88049.24,88057.56,,,,,,,,
1766288760000000,88057.57,88057.57,88057.56,88057.57,,,,,,,,
1766288820000000,88057.56,88057.57,88057.56,88057.57,,,,,,,,
1766288880000000,88057.56,88060.48,88057.56,88060.48,,,,,,,,
1766288940000000,88060.48,88070.64,88060.47,88070.64,,,,,,,,
1766289000000000,88070.63,88070.64,88066.48,88066.48,,,,,,,,
1766289060000000,88066.49,88066.49,88060.47,88060.48,,,,,,,,
1766289120000000,88060.48,88060.48,88060.47,88060.47,,,,,,,,
1766289180000000,88060.48,88060.48,88051.66,88051.66,,,,,,,,
1766289240000000,88051.66,88051.67,88051.66,88051.67,,,,,,,,
1766289300000000,88051.67,88051.67,88051.66,88051.66,,,,,,,,
1766289360000000,88051.67,88054.88,88051.66,88054.87,,,,,,,,
1766289420000000,88054.88,88072.24,88054.87,88070.65,,,,,,,,
1766289480000000,88070.64,88070.65,88070.64,88070.65,,,,,,,,
1766289540000000,88070.65,88070.65,88070.64,88070.64,,,,,,,,
1766289600000000,88070.64,88079.57,88070.64,88079.57,,,,,,,,
1766289660000000,88079.56,88079.57,88079.56,88079.57,,,,,,,,
1766289720000000,88079.56,88079.57,88076.2,88076.2,,,,,,,,
1766289780000000,88076.2,88076.21,88050,88050.01,,,,,,,,
1766289840000000,88050.01,88076.95,88050,88076.95,,,,,,,,
1766289900000000,88076.95,88098.87,88076.95,88097.84,,,,,,,,
1766289960000000,88097.84,88128,88083.11,88128,,,,,,,,
1766290020000000,88127.99,88149.13,88112.76,88115.6,,,,,,,,
1766290080000000,88115.59,88115.6,88114.28,88114.29,,,,,,,,
1766290140000000,88114.29,88114.29,88109.88,88109.89,,,,,,,,
1766290200000000,88109.88,88109.89,88054.83,88072.22,,,,,,,,
1766290260000000,88072.23,88086.19,88057.07,88058.97,,,,,,,,
1766290320000000,88058.98,88072.23,88058.97,88072.23,,,,,,,,
1766290380000000,88072.22,88072.23,88072.22,88072.23,,,,,,,,
1766290440000000,88072.22,88072.23,88072.22,88072.23,,,,,,,,
1766290500000000,88072.23,88089.84,88072.22,88089.84,,,,,,,,
1766290560000000,88089.84,88105.42,88089.83,88105.42,,,,,,,,
1766290620000000,88105.42,88105.42,88105.41,88105.41,,,,,,,,
1766290680000000,88105.42,88105.42,88105.41,88105.42,,,,,,,,
1766290740000000,88105.41,88105.42,88096.6,88105.41,,,,,,,,
1766290800000000,88105.42,88124.43,88105.41,88124.43,,,,,,,,
1766290860000000,88124.43,88124.43,88115.6,88124.13,,,,,,,,
1766290920000000,88124.14,88124.14,88109.68,88109.68,,,,,,,,
1766290980000000,88109.69,88109.69,88098.9,88098.9,,,,,,,,
1766291040000000,88098.91,88110.65,88098.9,88110.65,,,,,,,,
1766291100000000,88110.64,88112.55,88110.64,88112.55,,,,,,,,
1766291160000000,88112.55,88119.46,88112.54,88119.46,,,,,,,,
1766291220000000,88119.46,88119.46,88119.45,88119.45,,,,,,,,
1766291280000000,88119.45,88119.46,88119.45,88119.45,,,,,,,,
1766291340000000,88119.45,88119.46,88119.45,88119.46,,,,,,,,
1766291400000000,88119.45,88132,88119.45,88132,,,,,,,,
1766291460000000,88132,88132,88116.76,88116.76,,,,,,,,
1766291520000000,88116.76,88121.18,88116.76,88121.17,,,,,,,,
1766291580000000,88121.18,88121.18,88103.86,88103.86,,,,,,,,
1766291640000000,88103.86,88111.24,88103.86,88111.23,,,,,,,,
1766291700000000,88111.23,88111.25,88111.23,88111.24,,,,,,,,
1766291760000000,88111.24,88120.74,88100,88100.01,,,,,,,,
1766291820000000,88100.01,88104.78,88100,88104.78,,,,,,,,
1766291880000000,88104.77,88104.78,88104.77,88104.77,,,,,,,,
1766291940000000,88104.78,88104.78,88104.77,88104.78,,,,,,,,
1766292000000000,88104.78,88104.78,88104.77,88104.77,,,,,,,,
1766292060000000,88104.77,88104.78,88079.78,88079.78,,,,,,,,
1766292120000000,88079.78,88079.79,88079.78,88079.79,,,,,,,,
1766292180000000,88079.78,88079.79,88079.78,88079.79,,,,,,,,
1766292240000000,88079.79,88079.79,88079.78,88079.79,,,,,,,,
1766292300000000,88079.79,88079.79,88069.59,88069.59,,,,,,,,
1766292360000000,88069.59,88069.6,88069.59,88069.59,,,,,,,,
1766292420000000,88069.59,88069.6,88069.59,88069.6,,,,,,,,
1766292480000000,88069.59,88069.6,88069.59,88069.59,,,,,,,,
1766292540000000,88069.59,88069.59,88051,88051,,,,,,,,
1766292600000000,88051.01,88054.51,88051,88054.51,,,,,,,,
1766292660000000,88054.51,88054.51,88054.5,88054.51,,,,,,,,
1766292720000000,88054.51,88054.51,88054.5,88054.5,,,,,,,,
1766292780000000,88054.51,88054.51,88054.5,88054.51,,,,,,,,
1766292840000000,88054.51,88073.89,88054.5,88073.88,,,,,,,,
1766292900000000,88073.89,88073.89,88073.88,88073.88,,,,,,,,
1766292960000000,88073.89,88073.89,88065.82,88065.82,,,,,,,,
1766293020000000,88065.83,88065.83,88065.82,88065.82,,,,,,,,
1766293080000000,88065.83,88065.83,88065.82,88065.83,,,,,,,,
1766293140000000,88065.82,88065.83,88065.82,88065.83,,,,,,,,
1766293200000000,88065.83,88065.83,88055.91,88055.92,,,,,,,,
1766293260000000,88055.92,88055.92,88055.91,88055.92,,,,,,,,
1766293320000000,88055.92,88063.43,88055.91,88063.43,,,,,,,,
1766293380000000,88063.43,88064.8,88063.42,88064.8,,,,,,,,
1766293440000000,88064.8,88064.8,88054.05,88054.06,,,,,,,,
1766293500000000,88054.06,88063.43,88054.05,88063.42,,,,,,,,
1766293560000000,88063.43,88063.43,88063.42,88063.42,,,,,,,,
1766293620000000,88063.42,88072.87,88063.42,88072.86,,,,,,,,
1766293680000000,88072.87,88100,88072.86,88099.99,,,,,,,,
1766293740000000,88100,88100,88073.82,88073.82,,,,,,,,
1766293800000000,88073.83,88073.83,88073.82,88073.82,,,,,,,,
1766293860000000,88073.82,88079.99,88073.82,88079.98,,,,,,,,
1766293920000000,88079.99,88086.17,88079.98,88086.17,,,,,,,,
1766293980000000,88086.16,88086.17,88086.16,88086.16,,,,,,,,
1766294040000000,88086.17,88117.39,88086.16,88109.63,,,,,,,,
1766294100000000,88109.62,88150.01,88109.62,88119.08,,,,,,,,
1766294160000000,88119.08,88125.25,88119.07,88125.25,,,,,,,,
1766294220000000,88125.24,88125.25,88098.71,88098.71,,,,,,,,
1766294280000000,88098.72,88098.72,88087.91,88087.91,,,,,,,,
1766294340000000,88087.92,88087.92,88056.43,88061.74,,,,,,,,
1766294400000000,88061.74,88111.23,88061.74,88111.23,,,,,,,,
1766294460000000,88111.24,88111.24,88111.23,88111.23,,,,,,,,
1766294520000000,88111.23,88130.98,88103.55,88130.98,,,,,,,,
1766294580000000,88130.97,88130.98,88113.65,88113.65,,,,,,,,
1766294640000000,88113.66,88130.43,88113.65,88130.42,,,,,,,,
1766294700000000,88130.43,88133.2,88130.42,88133.2,,,,,,,,
1766294760000000,88133.2,88133.29,88133.2,88133.28,,,,,,,,
1766294820000000,88133.29,88133.29,88133.28,88133.29,,,,,,,,
1766294880000000,88133.28,88133.29,88133.28,88133.29,,,,,,,,
1766294940000000,88133.28,88133.29,88133.28,88133.28,,,,,,,,
1766295000000000,88133.28,88142.1,88133.28,88142.1,,,,,,,,
1766295060000000,88142.1,88142.1,88142.09,88142.09,,,,,,,,
1766295120000000,88142.09,88142.1,88131.77,88131.78,,,,,,,,
1766295180000000,88131.78,88131.78,88131.77,88131.77,,,,,,,,
1766295240000000,88131.77,88131.78,88131.77,88131.77,,,,,,,,
1766295300000000,88131.78,88135.28,88113.85,88113.86,,,,,,,,
1766295360000000,88113.85,88131.78,88110.48,88110.49,,,,,,,,
1766295420000000,88110.49,88110.49,88110.48,88110.48,,,,,,,,
1766295480000000,88110.48,88110.49,88110.48,88110.48,,,,,,,,
1766295540000000,88110.49,88113.99,88110.48,88113.99,,,,,,,,
1766295600000000,88113.99,88126.34,88113.98,88126.33,,,,,,,,
1766295660000000,88126.34,88144.84,88126.33,88144.84,,,,,,,,
1766295720000000,88144.84,88144.84,88132.58,88132.58,,,,,,,,
1766295780000000,88132.58,88132.59,88118.9,88118.9,,,,,,,,
1766295840000000,88118.9,88118.91,88109.36,88109.37,,,,,,,,
1766295900000000,88109.37,88109.37,88100.67,88107.19,,,,,,,,
1766295960000000,88107.18,88118.91,88107.18,88118.9,,,,,,,,
1766296020000000,88118.91,88118.91,88101.03,88101.03,,,,,,,,
1766296080000000,88101.04,88101.04,88101.03,88101.04,,,,,,,,
1766296140000000,88101.04,88101.04,88101.03,88101.03,,,,,,,,
1766296200000000,88101.04,88111.36,88101.04,88111.35,,,,,,,,
1766296260000000,88111.36,88111.36,88111.35,88111.35,,,,,,,,
1766296320000000,88111.35,88139.81,88111.35,88139.8,,,,,,,,
1766296380000000,88139.8,88139.81,88132.77,88134.55,,,,,,,,
1766296440000000,88134.56,88138.95,88134.55,88138.94,,,,,,,,
1766296500000000,88138.95,88138.95,88138.94,88138.94,,,,,,,,
1766296560000000,88138.95,88138.95,88138.94,88138.94,,,,,,,,
1766296620000000,88138.94,88138.95,88138.94,88138.94,,,,,,,,
1766296680000000,88138.94,88138.95,88138.94,88138.94,,,,,,,,
1766296740000000,88138.95,88138.95,88138.94,88138.95,,,,,,,,
1766296800000000,88138.95,88138.95,88114.55,88114.55,,,,,,,,
1766296860000000,88114.56,88126.3,88114.55,88126.3,,,,,,,,
1766296920000000,88126.29,88126.3,88126.29,88126.3,,,,,,,,
1766296980000000,88126.29,88136.55,88126.29,88136.55,,,,,,,,
1766297040000000,88136.55,88136.55,88123.59,88135.06,,,,,,,,
1766297100000000,88135.05,88145,88135.05,88145,,,,,,,,
1766297160000000,88145,88145,88140.4,88140.41,,,,,,,,
1766297220000000,88140.41,88140.41,88140.4,88140.41,,,,,,,,
1766297280000000,88140.4,88140.41,88140.4,88140.4,,,,,,,,
1766297340000000,88140.4,88140.41,88140.4,88140.4,,,,,,,,
1766297400000000,88140.41,88140.41,88140.4,88140.4,,,,,,,,
1766297460000000,88140.41,88193.04,88140.4,88193.03,,,,,,,,
1766297520000000,88193.03,88193.04,88193.03,88193.04,,,,,,,,
1766297580000000,88193.03,88193.04,88178.75,88178.75,,,,,,,,
1766297640000000,88178.75,88178.76,88178.75,88178.76,,,,,,,,
1766297700000000,88178.76,88178.85,88178.75,88178.84,,,,,,,,
1766297760000000,88178.85,88201.59,88178.84,88201.59,,,,,,,,
1766297820000000,88201.58,88201.59,88201.58,88201.59,,,,,,,,
1766297880000000,88201.58,88201.59,88201.58,88201.58,,,,,,,,
1766297940000000,88201.58,88201.59,88192.76,88192.76,,,,,,,,
1766298000000000,88192.77,88200.1,88192.76,88198.27,,,,,,,,
1766298060000000,88198.27,88198.27,88185.48,88185.48,,,,,,,,
1766298120000000,88185.49,88185.49,88147.21,88147.21,,,,,,,,
1766298180000000,88147.22,88147.22,88147.21,88147.21,,,,,,,,
1766298240000000,88147.22,88162.59,88147.21,88162.58,,,,,,,,
1766298300000000,88162.59,88171.91,88162.58,88171.9,,,,,,,,
1766298360000000,88171.9,88171.91,88149.35,88158.17,,,,,,,,
1766298420000000,88158.17,88165.27,88158.16,88165.26,,,,,,,,
1766298480000000,88165.26,88169.81,88165.26,88169.81,,,,,,,,
1766298540000000,88169.8,88169.81,88161.36,88161.37,,,,,,,,
1766298600000000,88161.37,88172.6,88161.36,88172.59,,,,,,,,
1766298660000000,88172.6,88180,88141.15,88141.16,,,,,,,,
1766298720000000,88141.16,88144.67,88141.15,88144.67,,,,,,,,
1766298780000000,88144.66,88144.67,88144.66,88144.67,,,,,,,,
1766298840000000,88144.67,88157.02,88144.66,88157.02,,,,,,,,
1766298900000000,88157.01,88157.02,88150.83,88150.84,,,,,,,,
1766298960000000,88150.83,88150.84,88150.83,88150.84,,,,,,,,
1766299020000000,88150.83,88150.84,88150.83,88150.84,,,,,,,,
1766299080000000,88150.83,88150.84,88150.83,88150.84,,,,,,,,
1766299140000000,88150.83,88150.84,88115.57,88115.57,,,,,,,,
1766299200000000,88115.58,88120.13,88115.57,88120.13,,,,,,,,
1766299260000000,88120.12,88120.13,88116.71,88116.71,,,,,,,,
1766299320000000,88116.71,88116.72,88112.14,88112.15,,,,,,,,
1766299380000000,88112.15,88112.15,88112.14,88112.14,,,,,,,,
1766299440000000,88112.15,88112.15,88112.14,88112.15,,,,,,,,
1766299500000000,88112.15,88121.14,88112.14,88121.14,,,,,,,,
1766299560000000,88121.14,88128.94,88121.14,88128.94,,,,,,,,
1766299620000000,88128.94,88128.94,88128.93,88128.94,,,,,,,,
1766299680000000,88128.94,88128.94,88128.93,88128.93,,,,,,,,
1766299740000000,88128.94,88128.94,88076.06,88076.06,,,,,,,,
1766299800000000,88076.07,88076.07,88068.36,88068.37,,,,,,,,
1766299860000000,88068.37,88079.41,88068.36,88079.4,,,,,,,,
1766299920000000,88079.41,88093.03,88079.4,88093.03,,,,,,,,
1766299980000000,88093.03,88098.09,88093.03,88098.09,,,,,,,,
1766300040000000,88098.09,88098.09,88098.08,88098.08,,,,,,,,
1766300100000000,88098.08,88098.09,88098.08,88098.09,,,,,,,,
1766300160000000,88098.08,88098.09,88081.92,88081.92,,,,,,,,
1766300220000000,88081.93,88081.93,88081.92,88081.93,,,,,,,,
1766300280000000,88081.93,88090.73,88081.92,88090.72,,,,,,,,
1766300340000000,88090.73,88090.73,88090.72,88090.72,,,,,,,,
1766300400000000,88090.73,88100.83,88090.72,88100.83,,,,,,,,
1766300460000000,88100.83,88100.83,88100.82,88100.82,,,,,,,,
1766300520000000,88100.82,88148.75,88100.82,88148.39,,,,,,,,
1766300580000000,88148.4,88148.4,88148.39,88148.39,,,,,,,,
1766300640000000,88148.39,88148.4,88112.81,88112.82,,,,,,,,
1766300700000000,88112.81,88112.82,88112.81,88112.82,,,,,,,,
1766300760000000,88112.82,88112.82,88112.81,88112.82,,,,,,,,
1766300820000000,88112.81,88126.75,88112.71,88112.71,,,,,,,,
1766300880000000,88112.71,88112.72,88112.71,88112.71,,,,,,,,
1766300940000000,88112.72,88118.5,88112.71,88118.49,,,,,,,,
1766301000000000,88118.5,88118.5,88116.15,88116.16,,,,,,,,
1766301060000000,88116.16,88116.16,88116.15,88116.15,,,,,,,,
1766301120000000,88116.16,88116.16,88116.15,88116.16,,,,,,,,
1766301180000000,88116.15,88116.16,88116.15,88116.16,,,,,,,,
1766301240000000,88116.15,88116.16,88116.15,88116.15,,,,,,,,
1766301300000000,88116.16,88116.16,88103.65,88103.66,,,,,,,,
1766301360000000,88103.66,88112,88103.65,88112,,,,,,,,
1766301420000000,88112,88123.74,88111.99,88123.74,,,,,,,,
1766301480000000,88123.74,88123.74,88123.73,88123.74,,,,,,,,
1766301540000000,88123.74,88129.92,88123.74,88125.15,,,,,,,,
1766301600000000,88125.15,88125.16,88115.49,88115.49,,,,,,,,
1766301660000000,88115.49,88121.88,88115.49,88121.87,,,,,,,,
1766301720000000,88121.88,88142.16,88121.87,88142.16,,,,,,,,
1766301780000000,88142.15,88142.16,88115.5,88115.5,,,,,,,,
1766301840000000,88115.51,88115.51,88115.5,88115.51,,,,,,,,
1766301900000000,88115.51,88115.51,88115.5,88115.51,,,,,,,,
1766301960000000,88115.51,88115.51,88115.5,88115.5,,,,,,,,
1766302020000000,88115.5,88124.3,88115.5,88124.29,,,,,,,,
1766302080000000,88124.3,88124.3,88118.73,88118.73,,,,,,,,
1766302140000000,88118.74,88118.74,88108.81,88109.12,,,,,,,,
1766302200000000,88109.13,88109.13,88109.12,88109.12,,,,,,,,
1766302260000000,88109.12,88109.13,88096.23,88096.24,,,,,,,,
1766302320000000,88096.24,88096.24,88096.23,88096.23,,,,,,,,
1766302380000000,88096.24,88096.24,88096.23,88096.23,,,,,,,,
1766302440000000,88096.24,88096.24,88096.23,88096.24,,,,,,,,
1766302500000000,88096.24,88096.24,88096.23,88096.24,,,,,,,,
1766302560000000,88096.23,88096.24,88096.23,88096.24,,,,,,,,
1766302620000000,88096.24,88096.24,88096.23,88096.24,,,,,,,,
1766302680000000,88096.24,88114.98,88096.23,88114.98,,,,,,,,
1766302740000000,88114.98,88114.98,88114.97,88114.97,,,,,,,,
1766302800000000,88114.98,88114.98,88114.97,88114.98,,,,,,,,
1766302860000000,88114.97,88115.59,88114.97,88115.59,,,,,,,,
